"","region_id","region_name","year","county_name","state","avg_index"
"99",5729,"Luray","2022","Page County","VA",241615.416666667
"100",5743,"Lytle Creek","2022","San Bernardino County","CA",450886.916666667
"101",5771,"Manchester","2022","Essex County","MA",1200924.58333333
"102",5787,"Mansfield","2022","Bristol County","MA",623372.75
"103",5802,"Marblehead","2022","Essex County","MA",916891.416666667
"104",5838,"Massapequa Park","2022","Nassau County","NY",632328.75
"105",5890,"Mechanicville","2022","Saratoga County","NY",375626.083333333
"106",5933,"Middlebrook","2022","Augusta County","VA",371873.416666667
"107",5936,"Middleton","2022","Essex County","MA",749279.75
"108",5937,"Middletown","2022","Orange County","NY",347620.5
"109",5939,"Middletown","2022","Frederick County","VA",391881.833333333
"110",5941,"Middleville","2022","Herkimer County","NY",125250.25
"111",5960,"Miller Place","2022","Suffolk County","NY",640394.916666667
"112",6002,"Mohawk","2022","Herkimer County","NY",134621.416666667
"113",6019,"Montebello","2022","Nelson County","VA",307145.25
"114",6021,"Monterey Park","2022","Los Angeles County","CA",872171
"115",6043,"Morgan Hill","2022","Santa Clara County","CA",1332601.58333333
"116",6051,"Morrisville","2022","Madison County","NY",177267.75
"117",6066,"Mount Crawford","2022","Rockingham County","VA",357073.916666667
"118",6103,"Murrieta","2022","Riverside County","CA",679272.166666667
"119",6106,"Myers Flat","2022","Humboldt County","CA",399776.5
"120",6112,"Napa","2022","Napa County","CA",914899.583333333
"121",6119,"Nassawadox","2022","Northampton County","VA",122267.083333333
"122",6120,"Natick","2022","Middlesex County","MA",782228
"123",6143,"New Braintree","2022","Worcester County","MA",397424.833333333
"124",6181,"New York","2022","Queens County","NY",768863.666666667
"125",6188,"Newbury","2022","Essex County","MA",754908.333333333
"126",6210,"Norfolk","2022","Norfolk City","VA",275958.25
"127",6223,"North Falmouth","2022","Barnstable County","MA",884260
"128",6255,"Norton","2022","Wise County","VA",98356.75
"129",6256,"Norwood","2022","Norfolk County","MA",635286.416666667
"130",6274,"Oakton","2022","Fairfax County","VA",973157.833333333
"131",6279,"Oakwood","2022","Buchanan County","VA",74805.3333333333
"132",6285,"Oceanside","2022","San Diego County","CA",830228.083333333
"133",6343,"Orland","2022","Glenn County","CA",400899.454545455
"134",6388,"Palomar Mountain","2022","San Diego County","CA",417927.333333333
"135",6395,"Paramount","2022","Los Angeles County","CA",585993.916666667
"136",6464,"Penryn","2022","Placer County","CA",919691.5
"137",6485,"Phelan","2022","San Bernardino County","CA",431838.666666667
"138",6495,"Piedmont","2022","Alameda County","CA",2939979.58333333
"139",6512,"Piney River","2022","Nelson County","VA",186995
"140",6522,"Pittsville","2022","Pittsylvania County","VA",225617.916666667
"141",6528,"Plainview","2022","Nassau County","NY",776712.833333333
"142",6536,"Pleasantville","2022","Westchester County","NY",833480.75
"143",6573,"Port Haywood","2022","Mathews County","VA",263759.166666667
"144",6633,"Providence Forge","2022","New Kent County","VA",396103.75
"145",6639,"Pulaski","2022","Pulaski County","VA",146074.25
"146",6643,"Purcellville","2022","Loudoun County","VA",789413.416666667
"147",6657,"Quantico","2022","Prince William County","VA",321675.416666667
"148",6665,"Quincy","2022","Norfolk County","MA",622234.083333333
"149",6695,"Reading","2022","Middlesex County","MA",778457.833333333
"150",6704,"Red House","2022","Appomattox County","VA",194271.666666667
"151",6711,"Redwood","2022","Jefferson County","NY",165394.166666667
"152",6736,"Reston","2022","Fairfax County","VA",574945.416666667
"153",6752,"Richmond","2022","Richmond City","VA",332584.833333333
"154",6754,"Richville","2022","Saint Lawrence County","NY",119624.583333333
"155",6792,"Roanoke","2022","Roanoke County","VA",234741.333333333
"156",6801,"Rock Hill","2022","Sullivan County","NY",359344.666666667
"157",6807,"Rockland","2022","Plymouth County","MA",485184.416666667
"158",6809,"Rocklin","2022","Placer County","CA",706651.916666667
"159",6819,"Rohnert Park","2022","Sonoma County","CA",695016.583333333
"160",6822,"Rolling Hills","2022","Los Angeles County","CA",3959794.66666667
"161",6839,"Roslyn Heights","2022","Nassau County","NY",1050822.33333333
"162",6840,"Ross","2022","Marin County","CA",4444350.33333333
"163",6868,"Rushville","2022","Yates County","NY",252575.916666667
"164",6916,"San Carlos","2022","San Mateo County","CA",2486451.16666667
"165",6919,"San Jacinto","2022","Riverside County","CA",472647.25
"166",6922,"San Juan Bautista","2022","San Benito County","CA",904278
"167",6923,"San Luis Obispo","2022","San Luis Obispo County","CA",986703
"168",6943,"Santee","2022","San Diego County","CA",768395.5
"169",7009,"Selden","2022","Suffolk County","NY",486317.083333333
"170",7026,"Shafter","2022","Kern County","CA",325928.25
"171",7035,"Shaver Lake","2022","Fresno County","CA",718355.916666667
"172",7067,"Shutesbury","2022","Franklin County","MA",363935.583333333
"173",7076,"Silver Creek","2022","Chautauqua County","NY",171363.666666667
"174",7118,"Sodus Point","2022","Wayne County","NY",224327.333333333
"175",7144,"South Deerfield","2022","Franklin County","MA",394101.416666667
"176",7152,"South Hempstead","2022","Nassau County","NY",585391
"177",7154,"South Huntington","2022","Suffolk County","NY",647080.5
"178",7221,"Springfield","2022","Hampden County","MA",251107.416666667
"179",7234,"Staffordsville","2022","Giles County","VA",174474.75
"180",7236,"Stanardsville","2022","Greene County","VA",299552
"181",7266,"Stockton","2022","San Joaquin County","CA",447244.25
"182",7277,"Stow","2022","Middlesex County","MA",736005.75
"183",7304,"Barstow","2022","San Bernardino County","CA",253728.416666667
"184",7310,"Summerland","2022","Santa Barbara County","CA",3255556.83333333
"185",7323,"Sunol","2022","Alameda County","CA",1657620
"186",7332,"Susanville","2022","Lassen County","CA",258853
"187",7353,"Syracuse","2022","Onondaga County","NY",160021.583333333
"188",7372,"Tannersville","2022","Greene County","NY",314024.416666667
"189",7386,"Temecula","2022","Riverside County","CA",741626.75
"190",7414,"Thornwood","2022","Westchester County","NY",780582.833333333
"191",7435,"Toano","2022","James City County","VA",405154.166666667
"192",7453,"Tracy","2022","San Joaquin County","CA",810953.25
"193",7461,"Tranquillity","2022","Fresno County","CA",283242.083333333
"194",7484,"Tulare","2022","Tulare County","CA",322712.583333333
"195",7504,"Twain Harte","2022","Tuolumne County","CA",422615.416666667
"196",7518,"Ukiah","2022","Mendocino County","CA",527132.666666667
"197",7656,"Valentines","2022","Brunswick County","VA",510341.583333333
"198",7662,"Valley Center","2022","San Diego County","CA",913559
"199",7666,"Valley Springs","2022","Calaveras County","CA",497248.583333333
"200",7739,"Wakefield","2022","Middlesex County","MA",708772.833333333
"201",7759,"Wappingers Falls","2022","Dutchess County","NY",422147
"202",7765,"Warrenton","2022","Fauquier County","VA",615852.75
"203",7774,"Water Mill","2022","Suffolk County","NY",4015690.25
"204",7777,"Waterford","2022","Stanislaus County","CA",421701.666666667
"205",7784,"Watsonville","2022","Santa Cruz County","CA",849383.5
"206",7809,"Weed","2022","Siskiyou County","CA",327691.166666667
"207",7855,"West Newbury","2022","Essex County","MA",804414
"208",7881,"Westhampton","2022","Hampshire County","MA",426903.333333333
"209",7884,"Westminster","2022","Worcester County","MA",447674.75
"210",7915,"White Stone","2022","Lancaster County","VA",458034.333333333
"211",7923,"Whitetop","2022","Grayson County","VA",140029.833333333
"212",7951,"Williston Park","2022","Nassau County","NY",751716.666666667
"213",7981,"Winters","2022","Yolo County","CA",634460.083333333
"214",8006,"Woods Hole","2022","Barnstable County","MA",1281410.75
"215",8015,"Wrentham","2022","Norfolk County","MA",640950.416666667
"216",8087,"Carlotta","2022","Humboldt County","CA",465864.166666667
"217",8109,"Cassadaga","2022","Chautauqua County","NY",158969.583333333
"218",8113,"Cazadero","2022","Sonoma County","CA",723175.666666667
"219",8120,"Appomattox","2022","Appomattox County","VA",211304.25
"220",8185,"Del Mar","2022","San Diego County","CA",3573410.33333333
"221",8246,"Barker","2022","Niagara County","NY",210579.5
"222",8321,"Cold Brook","2022","Herkimer County","NY",128072.5
"223",8334,"Albion","2022","Mendocino County","CA",788229.25
"224",8351,"Colonial Beach","2022","Westmoreland County","VA",277296.083333333
"225",8372,"Concord","2022","Middlesex County","MA",1280605
"226",8383,"Berry Creek","2022","Butte County","CA",281768.666666667
"227",8384,"Fountain Valley","2022","Orange County","CA",1195093
"228",8428,"Galax","2022","Grayson County","VA",151432.083333333
"229",8442,"Kirkwood","2022","Alpine County","CA",655522.25
"230",8506,"Gladstone","2022","Buckingham County","VA",157910.083333333
"231",8521,"Lake Placid","2022","Essex County","NY",144646.416666667
"232",8547,"Lebanon","2022","Russell County","VA",176885.25
"233",8569,"Hubbardston","2022","Worcester County","MA",398891.666666667
"234",8572,"Hughson","2022","Stanislaus County","CA",548009.25
"235",8621,"Green Valley Lake","2022","San Bernardino County","CA",365470.5
"236",8622,"Greenbackville","2022","Accomack County","VA",250676.75
"237",8646,"Inverness","2022","Marin County","CA",1636674.83333333
"238",8665,"Groveland","2022","Essex County","MA",619140.25
"239",8705,"Drewryville","2022","Southampton County","VA",145864.583333333
"240",8721,"Jewell Ridge","2022","Buchanan County","VA",51447
"241",8822,"Lynch Station","2022","Campbell County","VA",204259.75
"242",8914,"Manorville","2022","Suffolk County","NY",630193.166666667
"243",8935,"Parlier","2022","Fresno County","CA",289786.5
"244",8954,"Ridgeway","2022","Henry County","VA",153117.333333333
"245",8961,"Mattapoisett","2022","Plymouth County","MA",641685.25
"246",8978,"Penn Yan","2022","Yates County","NY",237720.75
"247",8996,"Newcastle","2022","Placer County","CA",961803.666666667
"248",9014,"McCloud","2022","Siskiyou County","CA",320956.916666667
"249",9017,"Newton Falls","2022","Saint Lawrence County","NY",44368.6666666667
"250",9019,"Nicolaus","2022","Sutter County","CA",603630.833333333
"251",9020,"Nipomo","2022","San Luis Obispo County","CA",860056.416666667
"252",9030,"Medusa","2022","Albany County","NY",244048.25
"253",9039,"Norfolk","2022","Norfolk County","MA",697571.5
"254",9043,"North Babylon","2022","Suffolk County","NY",556306.916666667
"255",9057,"Mendon","2022","Worcester County","MA",605412.083333333
"256",9058,"Mentone","2022","San Bernardino County","CA",496555.166666667
"257",9066,"North Creek","2022","Warren County","NY",236645.25
"258",9147,"Port Jervis","2022","Orange County","NY",255378.833333333
"259",9151,"Long Barn","2022","Tuolumne County","CA",372725.5
"260",9156,"Lookout","2022","Modoc County","CA",230094.363636364
"261",9206,"Whitesboro","2022","Oneida County","NY",215309.25
"262",9208,"Salida","2022","Stanislaus County","CA",488911.5
"263",9255,"San Pablo","2022","Contra Costa County","CA",593378.416666667
"264",9261,"Stratford","2022","Kings County","CA",241250.416666667
"265",9304,"Swampscott","2022","Essex County","MA",720410.583333333
"266",9314,"Vesuvius","2022","Rockbridge County","VA",265932.75
"267",9346,"Taylorsville","2022","Plumas County","CA",313368.7
"268",9355,"Winton","2022","Merced County","CA",352243.166666667
"269",9376,"Tehama","2022","Tehama County","CA",230969
"270",9403,"Thousand Palms","2022","Riverside County","CA",367907.666666667
"271",9435,"Sinclairville","2022","Chautauqua County","NY",151826.583333333
"272",9471,"Weems","2022","Lancaster County","VA",336279.666666667
"273",9511,"Southampton","2022","Hampshire County","MA",421664.25
"274",9515,"Tyro","2022","Nelson County","VA",285756.5
"275",9525,"West Stockbridge","2022","Berkshire County","MA",521846.666666667
"276",9537,"Speedwell","2022","Wythe County","VA",131604.333333333
"277",9553,"Mendota","2022","Fresno County","CA",292662.166666667
"278",9582,"Washington","2022","Berkshire County","MA",374124
"279",9618,"Harrisville","2022","Lewis County","NY",119928.833333333
"280",9629,"Montgomery Creek","2022","Shasta County","CA",278947.916666667
"281",9648,"Oak Bluffs","2022","Dukes County","MA",954873.583333333
"282",9661,"Onyx","2022","Kern County","CA",189934.916666667
"283",9707,"Buchanan","2022","Botetourt County","VA",209213.25
"284",9731,"Cassel","2022","Shasta County","CA",286000.916666667
"285",9735,"Los Molinos","2022","Tehama County","CA",301375.5
"286",9791,"Merrimac","2022","Essex County","MA",573831.25
"287",9805,"White Water","2022","Riverside County","CA",372076
"288",9840,"Agoura Hills","2022","Los Angeles County","CA",1243593.83333333
"289",9850,"Norwood","2022","Saint Lawrence County","NY",116603.666666667
"290",9872,"Onley","2022","Accomack County","VA",204413.333333333
"291",9878,"Elk Creek","2022","Glenn County","CA",330900.75
"292",9889,"Ducor","2022","Tulare County","CA",236788.666666667
"293",9896,"Fincastle","2022","Botetourt County","VA",325329.5
"294",9931,"Jacumba","2022","San Diego County","CA",278498.166666667
"295",9940,"Palo Cedro","2022","Shasta County","CA",578012.75
"296",9998,"Birchleaf","2022","Dickenson County","VA",82416.3333333333
"297",9999,"Carrsville","2022","Isle of Wight County","VA",278395.25
"298",10024,"Heath","2022","Franklin County","MA",255567.916666667
"299",10036,"Acushnet","2022","Bristol County","MA",436061.833333333
"300",10060,"Alberta","2022","Brunswick County","VA",114826.333333333
"301",10071,"Alexandria","2022","Alexandria City","VA",625952.833333333
"302",10072,"Alford","2022","Berkshire County","MA",1147686.83333333
"303",10128,"Anderson","2022","Shasta County","CA",339212.666666667
"304",10150,"Anza","2022","Riverside County","CA",425815.583333333
"305",10157,"Arcata","2022","Humboldt County","CA",522955.416666667
"306",10206,"Auburn","2022","Worcester County","MA",395037.916666667
"307",10228,"Axton","2022","Henry County","VA",143624.833333333
"308",10241,"Baldwin Park","2022","Los Angeles County","CA",643513.583333333
"309",10273,"Basye","2022","Shenandoah County","VA",267037.916666667
"310",10300,"Bealeton","2022","Fauquier County","VA",445757.083333333
"311",10343,"Belmont","2022","San Mateo County","CA",2373062.91666667
"312",10344,"Belmont","2022","Middlesex County","MA",1357852.33333333
"313",10348,"Belvedere","2022","Marin County","CA",5015604.33333333
"314",10389,"Beverly Hills","2022","Los Angeles County","CA",3829948.25
"315",10402,"Big Sur","2022","Monterey County","CA",2879482.66666667
"316",10479,"Bodega Bay","2022","Sonoma County","CA",1524830.33333333
"317",10480,"Bodfish","2022","Kern County","CA",178599.666666667
"318",10510,"Boyce","2022","Clarke County","VA",481496.583333333
"319",10514,"Boylston","2022","Worcester County","MA",535426.333333333
"320",10532,"Brandy Station","2022","Culpeper County","VA",459948.083333333
"321",10608,"Buena Park","2022","Orange County","CA",857817.583333333
"322",10649,"Cabazon","2022","Riverside County","CA",319204.333333333
"323",10662,"Calexico","2022","Imperial County","CA",348565.083333333
"324",10665,"Calimesa","2022","Riverside County","CA",548729.25
"325",10687,"Cana","2022","Carroll County","VA",133106.333333333
"326",10713,"Carle Place","2022","Nassau County","NY",687187
"327",10723,"Carson","2022","Los Angeles County","CA",760843.25
"328",10725,"Caruthers","2022","Fresno County","CA",338525.75
"329",10734,"Castaic","2022","Los Angeles County","CA",800696.25
"330",10755,"Celoron","2022","Chautauqua County","NY",80339.6666666667
"331",10759,"Center Cross","2022","King and Queen County","VA",270683.833333333
"332",10760,"Center Moriches","2022","Suffolk County","NY",585354.75
"333",10762,"Centereach","2022","Suffolk County","NY",534910.333333333
"334",10772,"Ceres","2022","Stanislaus County","CA",445666.583333333
"335",10774,"Cerritos","2022","Los Angeles County","CA",969097.916666667
"336",10789,"Check","2022","Floyd County","VA",205070
"337",10804,"Chester","2022","Plumas County","CA",387550.8
"338",10815,"Chino Hills","2022","San Bernardino County","CA",939380.916666667
"339",10848,"Clayton","2022","Contra Costa County","CA",1358193.66666667
"340",10850,"Clearlake","2022","Lake County","CA",234769.333333333
"341",10863,"Clifton","2022","Fairfax County","VA",900597.333333333
"342",10866,"Clinchco","2022","Dickenson County","VA",82028.2727272727
"343",10870,"Clipper Mills","2022","Butte County","CA",274943.416666667
"344",10878,"Clyde","2022","Wayne County","NY",117504.333333333
"345",10902,"Colfax","2022","Placer County","CA",527264.666666667
"346",10914,"Colrain","2022","Franklin County","MA",270508.166666667
"347",10939,"Cool","2022","El Dorado County","CA",555961.833333333
"348",10951,"Corning","2022","Tehama County","CA",303395.083333333
"349",10961,"Corte Madera","2022","Marin County","CA",1967660.33333333
"350",10991,"Crescent City","2022","Del Norte County","CA",362365.181818182
"351",11011,"Culpeper","2022","Culpeper County","VA",386518.666666667
"352",11039,"Dante","2022","Dickenson County","VA",57809.25
"353",11138,"Doswell","2022","Hanover County","VA",372991.916666667
"354",11180,"Durham","2022","Butte County","CA",644594.666666667
"355",11200,"East Aurora","2022","Erie County","NY",372571.25
"356",11228,"East Palo Alto","2022","San Mateo County","CA",1030249.25
"357",11234,"East Rockaway","2022","Nassau County","NY",665120.833333333
"358",11238,"East Williston","2022","Nassau County","NY",1121478.91666667
"359",11274,"El Centro","2022","Imperial County","CA",347292.5
"360",11279,"El Nido","2022","Merced County","CA",689454.916666667
"361",11337,"Escondido","2022","San Diego County","CA",810473.166666667
"362",11372,"Ewing","2022","Lee County","VA",127055.916666667
"363",11400,"Fallbrook","2022","San Diego County","CA",861114.333333333
"364",11429,"Fiddletown","2022","Amador County","CA",430061.333333333
"365",11430,"Fieldale","2022","Henry County","VA",86422
"366",11452,"Flint Hill","2022","Rappahannock County","VA",611032.583333333
"367",11460,"Floyd","2022","Floyd County","VA",229313.416666667
"368",11462,"Folsom","2022","Sacramento County","CA",784789.25
"369",11470,"Ford","2022","Dinwiddie County","VA",196454.666666667
"370",11477,"Forest Ranch","2022","Butte County","CA",377281.416666667
"371",11529,"Fredericksburg","2022","Stafford County","VA",419570.083333333
"372",11535,"Freedom","2022","Santa Cruz County","CA",745805.416666667
"373",11540,"Fremont","2022","Alameda County","CA",1524971.41666667
"374",11558,"Fulton","2022","Oswego County","NY",137743.583333333
"375",11595,"Geyserville","2022","Sonoma County","CA",1279522.33333333
"376",11604,"Gilroy","2022","Santa Clara County","CA",1076392.83333333
"377",11624,"Glencoe","2022","Calaveras County","CA",338212.25
"378",11626,"Glendora","2022","Los Angeles County","CA",829375.583333333
"379",11677,"Granite Bay","2022","Placer County","CA",1150930.33333333
"380",11685,"Grass Valley","2022","Nevada County","CA",541147.583333333
"381",11732,"Greenwood Lake","2022","Orange County","NY",372368.666666667
"382",11745,"Grover Beach","2022","San Luis Obispo County","CA",733270.083333333
"383",11757,"Gumspring","2022","Goochland County","VA",297374.25
"384",11773,"Hadley","2022","Hampshire County","MA",464813.166666667
"385",11774,"Hagaman","2022","Saratoga County","NY",224252.083333333
"386",11779,"Halifax","2022","Plymouth County","MA",490898
"387",11787,"Hamilton City","2022","Glenn County","CA",279982.916666667
"388",11790,"Hammondsport","2022","Steuben County","NY",274750.25
"389",11803,"Hardy","2022","Franklin County","VA",352884.5
"390",11849,"Head of the Harbor","2022","Suffolk County","NY",1165321.16666667
"391",11865,"Hemet","2022","Riverside County","CA",437284.5
"392",11894,"High Falls","2022","Ulster County","NY",423875
"393",11899,"Highland","2022","Ulster County","NY",363223.75
"394",11944,"Holland Patent","2022","Oneida County","NY",236565.25
"395",11957,"Holtsville","2022","Suffolk County","NY",553707.5
"396",11959,"Holyoke","2022","Hampden County","MA",270064.416666667
"397",11960,"Homeland","2022","Riverside County","CA",428003.166666667
"398",11964,"Honeoye Falls","2022","Monroe County","NY",359094.25
"399",11971,"Hoosick Falls","2022","Rensselaer County","NY",181045.333333333
"400",11975,"Hopland","2022","Mendocino County","CA",705208.166666667
"401",12001,"Hudson Falls","2022","Washington County","NY",198893.583333333
"402",12011,"Huntington","2022","Hampshire County","MA",306094.75
"403",12035,"Imperial","2022","Imperial County","CA",389797.75
"404",12068,"Irvington","2022","Westchester County","NY",1176830.41666667
"405",12090,"Jamaica","2022","Middlesex County","VA",377782.25
"406",12107,"Java","2022","Pittsylvania County","VA",148099.083333333
"407",12132,"Johannesburg","2022","San Bernardino County","CA",98694
"408",12133,"Johnson City","2022","Broome County","NY",123836.583333333
"409",12257,"Lagunitas","2022","Marin County","CA",1145548.5
"410",12286,"Lakehead","2022","Shasta County","CA",339499.666666667
"411",12292,"Lakewood","2022","Los Angeles County","CA",816388
"412",12340,"Lawrenceville","2022","Brunswick County","VA",130943.75
"413",12410,"Live Oak","2022","Sutter County","CA",385597.083333333
"414",12413,"Liverpool","2022","Onondaga County","NY",212394.5
"415",12418,"Lockeford","2022","San Joaquin County","CA",528474.416666667
"416",12423,"Loma Linda","2022","San Bernardino County","CA",599259.333333333
"417",12446,"Lorton","2022","Fairfax County","VA",600372.916666667
"418",12447,"Los Angeles","2022","Los Angeles County","CA",968107.166666667
"419",12465,"Loyalton","2022","Sierra County","CA",292575.818181818
"420",12483,"Lyndonville","2022","Orleans County","NY",150913.583333333
"421",12519,"Malden","2022","Ulster County","NY",331347.166666667
"422",12520,"Malibu","2022","Los Angeles County","CA",4055536.41666667
"423",12544,"Manton","2022","Tehama County","CA",332774.5
"424",12571,"Markleeville","2022","Alpine County","CA",537597.545454545
"425",12592,"Martinez","2022","Contra Costa County","CA",790822
"426",12608,"Massapequa","2022","Nassau County","NY",652942.666666667
"427",12654,"McKinleyville","2022","Humboldt County","CA",524577.583333333
"428",12665,"Mechanicsville","2022","Hanover County","VA",367697.416666667
"429",12708,"Middleburg","2022","Loudoun County","VA",992125.416666667
"430",12710,"Middletown","2022","Lake County","CA",338568.916666667
"431",12730,"Milford","2022","Caroline County","VA",259325.5
"432",12736,"Mill Neck","2022","Nassau County","NY",1956664
"433",12759,"Mineral","2022","Louisa County","VA",375082.666666667
"434",12768,"Miramonte","2022","Fresno County","CA",272841.666666667
"435",12773,"Mission Viejo","2022","Orange County","CA",1089564.75
"436",12791,"Moneta","2022","Bedford County","VA",487599.416666667
"437",12802,"Montauk","2022","Suffolk County","NY",2249247
"438",12804,"Monte Rio","2022","Sonoma County","CA",652383.666666667
"439",12812,"Monticello","2022","Sullivan County","NY",185334.916666667
